model_id,specialist_group,_groups,pipeline_tag,params_b,active_params_b,vram_q4_gb,vram_fp16_gb,fits_16gb_vram,fits_32gb_ram,downloads,likes,is_moe,is_gguf,library,tags
unsloth/Qwen3.5-2B,edge-small,edge-small,image-text-to-text,2.0,,2.62,5.5,True,True,98391,18,False,False,transformers,"transformers,safetensors,qwen3_5,image-text-to-text,unsloth"
optimum-intel-internal-testing/tiny-random-smollm3,edge-small,edge-small,,7,,5.42,15.5,True,True,98280,0,False,False,,"safetensors,smollm3,license:apache-2.0,region:us"
Qwen/Qwen3-1.7B-GGUF,edge-small,edge-small,text-generation,1.7,,2.45,4.9,True,True,98242,61,False,True,,"gguf,text-generation,base_model:Qwen/Qwen3-1.7B,base_model:quantized:Qwen/Qwen3-1.7B,license:apache-2.0"
lmstudio-community/Qwen3-VL-4B-Instruct-MLX-8bit,edge-small,edge-small,image-text-to-text,4.0,,3.74,9.5,True,True,97810,2,False,False,mlx,"mlx,safetensors,qwen3_vl,image-text-to-text,conversational"
lmstudio-community/Qwen3-VL-4B-Instruct-MLX-6bit,edge-small,edge-small,image-text-to-text,4.0,,3.74,9.5,True,True,97333,1,False,False,mlx,"mlx,safetensors,qwen3_vl,image-text-to-text,conversational"
lmstudio-community/Qwen3-VL-4B-Instruct-MLX-5bit,edge-small,edge-small,image-text-to-text,4.0,,3.74,9.5,True,True,97315,1,False,False,mlx,"mlx,safetensors,qwen3_vl,image-text-to-text,conversational"
ManniX-ITA/Qwen3.6-27B-A3B-Coder-MTP-GGUF,code,code,text-generation,27.0,3.0,16.62,55.5,False,True,97153,35,True,True,transformers,"transformers,gguf,moe,code,expert-pruning"
mlx-community/Qwen3-14B-4bit,edge-small,edge-small,text-generation,14.0,,9.34,29.5,True,True,96334,7,False,False,mlx,"mlx,safetensors,qwen3,text-generation,conversational"
unsloth/Qwen3-0.6B-GGUF,edge-small,edge-small,text-generation,0.6,,1.84,2.7,True,True,95842,139,False,True,transformers,"transformers,gguf,qwen3,text-generation,qwen"
mradermacher/Qwen3-Coder-30B-A3B-Instruct-RTPurbo-i1-GGUF,code,code,,30.0,3.0,18.3,61.5,False,True,94528,2,True,True,transformers,"transformers,gguf,en,base_model:RTP-LLM/Qwen3-Coder-30B-A3B-Instruct-RTPurbo,base_model:quantized:RTP-LLM/Qwen3-Coder-30B-A3B-Instruct-RTPurbo"
Qwen/Qwen3-Embedding-0.6B-GGUF,embedding,embedding|edge-small,,0.6,,1.84,2.7,True,True,92180,570,False,True,,"gguf,arxiv:2506.05176,base_model:Qwen/Qwen3-0.6B-Base,base_model:quantized:Qwen/Qwen3-0.6B-Base,license:apache-2.0"
heydariAI/persian-embeddings,embedding,embedding,feature-extraction,1.55,,2.37,4.6,True,True,89613,40,False,False,transformers,"transformers,safetensors,xlm-roberta,feature-extraction,fa"
ggml-org/Qwen3-TTS-12Hz-1.7B-Base-GGUF,edge-small,edge-small,,1.7,,2.45,4.9,True,True,89403,12,False,True,,"gguf,endpoints_compatible,region:us"
Qwen/Qwen2.5-Coder-14B-Instruct-GGUF,code,code,text-generation,14.0,,9.34,29.5,True,True,89134,192,False,True,transformers,"transformers,gguf,code,codeqwen,chat"
lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF,code,code,text-generation,30.0,3.0,18.3,61.5,False,True,84571,41,True,True,,"gguf,text-generation,base_model:Qwen/Qwen3-Coder-30B-A3B-Instruct,base_model:quantized:Qwen/Qwen3-Coder-30B-A3B-Instruct,endpoints_compatible"
jinaai/jina-code-embeddings-0.5b,embedding,embedding,feature-extraction,1.55,,2.37,4.6,True,True,82027,19,False,False,transformers,"transformers,safetensors,qwen2,text-generation,feature-extraction"
bartowski/Qwen_Qwen3-0.6B-GGUF,edge-small,edge-small,text-generation,0.6,,1.84,2.7,True,True,80883,26,False,True,,"gguf,text-generation,base_model:Qwen/Qwen3-0.6B,base_model:quantized:Qwen/Qwen3-0.6B,endpoints_compatible"
HauhauCS/Qwen3.5-2B-Uncensored-HauhauCS-Aggressive,edge-small,edge-small,,2.0,,2.62,5.5,True,True,80662,127,False,True,,"gguf,uncensored,qwen3.5,qwen,en"
lmstudio-community/Qwen2.5-Coder-14B-Instruct-GGUF,code,code,text-generation,14.0,,9.34,29.5,True,True,79755,12,False,True,,"gguf,code,codeqwen,chat,qwen"
iMiW/Giga-Embeddings-instruct-4bit-nf4,embedding,embedding,feature-extraction,6.5,,5.14,14.5,True,True,78159,1,False,False,transformers,"transformers,safetensors,gigarembed,feature-extraction,embeddings"
Qwen/Qwen3-ASR-0.6B-hf,edge-small,edge-small,automatic-speech-recognition,0.6,,1.84,2.7,True,True,77843,67,False,False,transformers,"transformers,safetensors,qwen3_asr,automatic-speech-recognition,zh"
ibm-granite/granite-embedding-311m-multilingual-r2,embedding,embedding,feature-extraction,1.55,,2.37,4.6,True,True,75553,125,False,False,sentence-transformers,"sentence-transformers,onnx,safetensors,openvino,modernbert"
bullpoint/Qwen3-Coder-Next-AWQ-4bit,code,code,text-generation,11.0,,7.66,23.5,True,True,74194,30,True,False,transformers,"transformers,safetensors,qwen3_next,text-generation,qwen"
Skywork/Skywork-Reward-V2-Qwen3-0.6B,edge-small,edge-small,text-classification,0.6,,1.84,2.7,True,True,72788,13,False,False,transformers,"transformers,safetensors,qwen3,text-classification,arxiv:2507.01352"
HuggingFaceTB/SmolLM-1.7B,edge-small,edge-small,text-generation,1.7,,2.45,4.9,True,True,71890,181,False,False,transformers,"transformers,onnx,safetensors,llama,text-generation"
ibm-granite/granite-embedding-107m-multilingual,embedding,embedding,sentence-similarity,1.55,,2.37,4.6,True,True,71593,52,False,False,transformers,"transformers,pytorch,onnx,safetensors,xlm-roberta"
unsloth/Qwen2.5-Coder-7B-Instruct-bnb-4bit,code,code,text-generation,7.0,,5.42,15.5,True,True,71251,13,False,False,transformers,"transformers,safetensors,qwen2,text-generation,unsloth"
Qwen/Qwen2.5-Coder-32B-Instruct-GGUF,code,code,text-generation,32.0,,19.42,65.5,False,True,69138,222,False,True,transformers,"transformers,gguf,code,codeqwen,chat"
jackaduma/SecBERT,security,security,fill-mask,7,,5.42,15.5,True,True,68968,62,False,False,transformers,"transformers,pytorch,safetensors,bert,fill-mask"
Qwen/Qwen3-VL-2B-Thinking,edge-small,edge-small,image-text-to-text,2.0,,2.62,5.5,True,True,68779,115,False,False,transformers,"transformers,safetensors,qwen3_vl,image-text-to-text,conversational"
jinaai/jina-embeddings-v5-text-small-retrieval,embedding,embedding,sentence-similarity,1.55,,2.37,4.6,True,True,68191,28,False,True,llama.cpp,"llama.cpp,onnx,safetensors,gguf,qwen3"
lmstudio-community/Qwen3-14B-MLX-4bit,edge-small,edge-small,text-generation,14.0,,9.34,29.5,True,True,67268,8,False,False,mlx,"mlx,safetensors,qwen3,text-generation,conversational"
protectai/deberta-v3-base-prompt-injection,security,security,text-classification,7,,5.42,15.5,True,True,66925,109,False,False,transformers,"transformers,onnx,safetensors,deberta-v2,text-classification"
PrimeIntellect/Qwen3-0.6B-Reverse-Text-SFT,edge-small,edge-small,,0.6,,1.84,2.7,True,True,66879,1,False,False,,"safetensors,qwen3,dataset:willcb/V3-wordle,base_model:PrimeIntellect/Qwen3-0.6B,base_model:finetune:PrimeIntellect/Qwen3-0.6B"
Alittlehammmer/Qwen3.6-27B-DFlash-GGUF-llama.cpp,edge-small,edge-small,text-generation,27.0,,16.62,55.5,False,True,63357,19,False,True,gguf,"gguf,quantized,llama.cpp,text-generation,agentic-coding"
incoai/Qwen3.8-27B-DFlash2-GGUF,edge-small,edge-small,text-generation,27.0,,16.62,55.5,False,True,62027,135,False,True,llama.cpp,"llama.cpp,gguf,dflash2,speculative-decoding,draft-model"
Octen/Octen-Embedding-8B,embedding,embedding,sentence-similarity,8.0,,5.98,17.5,True,True,61927,184,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3,sentence-similarity,feature-extraction"
ibm-granite/granite-embedding-english-r2,embedding,embedding,feature-extraction,1.55,,2.37,4.6,True,True,60901,87,False,False,sentence-transformers,"sentence-transformers,pytorch,safetensors,modernbert,feature-extraction"
dolfsai/Qwen3-Embedding-0.6B-vllm-W8A8,embedding,embedding|edge-small,feature-extraction,0.6,,1.84,2.7,True,True,60775,1,False,False,,"safetensors,qwen3,feature-extraction,en,es"
ggml-org/Qwen3-Reranker-0.6B-Q8_0-GGUF,edge-small,edge-small,text-ranking,0.6,,1.84,2.7,True,True,60427,29,False,True,transformers,"transformers,gguf,llama-cpp,gguf-my-repo,text-ranking"
unsloth/Qwen3.5-0.8B,edge-small,edge-small,image-text-to-text,0.8,,1.95,3.1,True,True,60077,20,False,False,transformers,"transformers,safetensors,qwen3_5,image-text-to-text,conversational"
Qwen/Qwen3-0.6B-GGUF,edge-small,edge-small,text-generation,0.6,,1.84,2.7,True,True,59198,70,False,True,,"gguf,text-generation,base_model:Qwen/Qwen3-0.6B,base_model:quantized:Qwen/Qwen3-0.6B,license:apache-2.0"
ibm-granite/granite-embedding-278m-multilingual,embedding,embedding,sentence-similarity,1.55,,2.37,4.6,True,True,57880,85,False,False,transformers,"transformers,pytorch,onnx,safetensors,xlm-roberta"
Marqo/marqo-ecommerce-embeddings-B,embedding,embedding,,1.55,,2.37,4.6,True,True,57629,41,False,False,open_clip,"open_clip,safetensors,siglip,clip,ecommerce"
unsloth/Qwen3-0.6B-unsloth-bnb-4bit,edge-small,edge-small,text-generation,0.6,,1.84,2.7,True,True,56625,27,False,False,transformers,"transformers,safetensors,qwen3,text-generation,qwen"
deepseek-ai/deepseek-coder-1.3b-instruct,code,code,text-generation,1.75,,2.48,5.0,True,True,54461,177,False,False,transformers,"transformers,pytorch,safetensors,llama,text-generation"
bartowski/Qwen2.5-Coder-7B-Instruct-GGUF,code,code,text-generation,7.0,,5.42,15.5,True,True,54324,72,False,True,transformers,"transformers,gguf,code,codeqwen,chat"
arkohut/jina-embeddings-v2-base-en,embedding,embedding,feature-extraction,1.55,,2.37,4.6,True,True,49416,0,False,False,sentence-transformers,"sentence-transformers,safetensors,bert,feature-extraction,sentence-similarity"
Kwaipilot/KAT-Coder-V2.5-Dev,code,code,text-generation,27.5,,16.9,56.5,False,True,48930,624,True,False,transformers,"transformers,safetensors,qwen3_5_moe,image-text-to-text,code"
peculiar-ragdoll/Tiel-Coder-35B-A3B-GGUF,code,code,image-text-to-text,35.0,3.0,21.1,71.5,False,True,47817,112,True,True,gguf,"gguf,llama.cpp,qwen35moe,moe,imatrix"
Qwen/Qwen2.5-Coder-14B-Instruct-GPTQ-Int4,code,code,text-generation,14.0,,9.34,29.5,True,True,43767,7,False,False,transformers,"transformers,safetensors,qwen2,text-generation,code"
jinaai/jina-embeddings-v2-base-de,embedding,embedding,feature-extraction,1.55,,2.37,4.6,True,True,43568,84,False,False,sentence-transformers,"sentence-transformers,pytorch,onnx,safetensors,bert"
lmstudio-community/Qwen2.5-Coder-7B-Instruct-GGUF,code,code,text-generation,7.0,,5.42,15.5,True,True,42915,27,False,True,transformers,"transformers,gguf,code,codeqwen,chat"
mudler/Carnice-Qwen3.6-MoE-35B-A3B-APEX-GGUF,moe-split,moe-split,,35.0,3.0,21.1,71.5,False,True,40049,27,True,True,,"gguf,quantized,apex,moe,mixture-of-experts"
Marqo/marqo-ecommerce-embeddings-L,embedding,embedding,,1.55,,2.37,4.6,True,True,38688,57,False,False,open_clip,"open_clip,safetensors,siglip,clip,ecommerce"
bartowski/Qwen2.5-Coder-14B-Instruct-GGUF,code,code,text-generation,14.0,,9.34,29.5,True,True,36771,56,False,True,,"gguf,code,codeqwen,chat,qwen"
lmstudio-community/Qwen2.5-Coder-32B-Instruct-MLX-8bit,code,code,text-generation,32.0,,19.42,65.5,False,True,36390,4,False,False,mlx,"mlx,safetensors,qwen2,code,codeqwen"
stelterlab/Qwen3-Coder-30B-A3B-Instruct-AWQ,code,code,text-generation,30.0,3.0,18.3,61.5,False,True,35873,8,True,False,transformers,"transformers,safetensors,qwen3_moe,text-generation,conversational"
nlpaueb/sec-bert-base,security,security,fill-mask,7,,5.42,15.5,True,True,35841,36,False,False,transformers,"transformers,pytorch,tf,bert,pretraining"
jinaai/jina-embeddings-v5-omni-small,embedding,embedding,feature-extraction,1.55,,2.37,4.6,True,True,35147,129,False,False,transformers,"transformers,safetensors,jina_embeddings_v5_omni,feature-extraction,embedding"
Qwen/Qwen3-Embedding-4B-GGUF,embedding,embedding,,4.0,,3.74,9.5,True,True,35058,122,False,True,transformers,"transformers,gguf,arxiv:2506.05176,base_model:Qwen/Qwen3-4B-Base,base_model:quantized:Qwen/Qwen3-4B-Base"
Forturne/Qwen3-Embedding-0.6B-NVFP4,embedding,embedding,,0.6,,1.84,2.7,True,True,34894,0,False,False,,"safetensors,qwen3,compressed-tensors,region:us"
rodrigoramosrs/veriloop-coder-e1-gguf,code,code,text-generation,27.5,,16.9,56.5,False,True,34726,12,False,True,transformers,"transformers,gguf,veriloop,veriloop-coder,code"
ggml-org/embeddinggemma-300M-qat-q4_0-GGUF,embedding,embedding,feature-extraction,1.55,,2.37,4.6,True,True,34622,6,False,True,sentence-transformers,"sentence-transformers,gguf,sentence-similarity,feature-extraction,base_model:google/embeddinggemma-300m-qat-q4_0-unquantized"
ibm-granite/granite-embedding-reranker-english-r2,embedding,embedding,text-ranking,1.55,,2.37,4.6,True,True,33905,29,False,False,sentence-transformers,"sentence-transformers,safetensors,modernbert,text-classification,granite"
s2593817/sft-sql-embedding,embedding,embedding,sentence-similarity,1.55,,2.37,4.6,True,True,32977,4,False,False,sentence-transformers,"sentence-transformers,safetensors,mpnet,sentence-similarity,feature-extraction"
Salesforce/SFR-Embedding-Mistral,embedding,embedding,feature-extraction,6.5,,5.14,14.5,True,True,31981,299,False,False,sentence-transformers,"sentence-transformers,safetensors,mistral,feature-extraction,mteb"
HuggingFaceTB/SmolLM-135M-Instruct,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,31241,142,False,False,transformers,"transformers,onnx,safetensors,llama,text-generation"
unsloth/embeddinggemma-300m,embedding,embedding,sentence-similarity,1.55,,2.37,4.6,True,True,31125,11,False,False,sentence-transformers,"sentence-transformers,safetensors,gemma3_text,sentence-similarity,feature-extraction"
AITeamVN/Vietnamese_Embedding_v2,embedding,embedding,sentence-similarity,1.55,,2.37,4.6,True,True,30974,11,False,False,sentence-transformers,"sentence-transformers,onnx,safetensors,xlm-roberta,Embedding"
bartowski/SmolLM2-135M-Instruct-GGUF,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,30917,14,False,True,,"gguf,text-generation,en,base_model:HuggingFaceTB/SmolLM2-135M-Instruct,base_model:quantized:HuggingFaceTB/SmolLM2-135M-Instruct"
bartowski/HuggingFaceTB_SmolLM3-3B-GGUF,edge-small,edge-small,text-generation,3.0,,3.18,7.5,True,True,30597,11,False,True,,"gguf,text-generation,en,fr,es"
logic65/Qwen3.8-Whittle-MoE-27B-A17.8B-GGUF,moe-split,moe-split,text-generation,27.0,17.8,16.62,55.5,False,True,29535,17,True,True,gguf,"gguf,qwen3_5_moe,gated-deltanet,whittle,text-generation"
Octen/Octen-Embedding-4B,embedding,embedding,sentence-similarity,4.0,,3.74,9.5,True,True,29457,27,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3,sentence-similarity,feature-extraction"
HIT-TMG/KaLM-embedding-multilingual-mini-v1,embedding,embedding,sentence-similarity,1.55,,2.37,4.6,True,True,29384,31,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen2,feature-extraction,sentence-similarity"
ai-sage/Giga-Embeddings-instruct-3B-0826,embedding,embedding,sentence-similarity,3.0,,3.18,7.5,True,True,28125,10,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3_bidirec,feature-extraction,sentence-similarity"
Qwen/Qwen3-Embedding-8B-GGUF,embedding,embedding,,8.0,,5.98,17.5,True,True,27349,135,False,True,,"gguf,arxiv:2506.05176,base_model:Qwen/Qwen3-8B-Base,base_model:quantized:Qwen/Qwen3-8B-Base,license:apache-2.0"
shyngys879/kazakh-e5-rag-embedding,embedding,embedding,feature-extraction,1.55,,2.37,4.6,True,True,26023,8,False,False,sentence-transformers,"sentence-transformers,safetensors,xlm-roberta,feature-extraction,sentence-similarity"
rogue-security/prompt-injection-jailbreak-sentinel-v2,security,security,text-classification,1.75,,2.48,5.0,True,True,25508,36,False,False,transformers,"transformers,safetensors,qwen3,text-classification,prompt-injection"
Octen/Octen-Embedding-0.6B,embedding,embedding,sentence-similarity,0.6,,1.84,2.7,True,True,24178,50,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3,sentence-similarity,feature-extraction"
bartowski/Qwen2.5-Coder-7B-Instruct-abliterated-GGUF,code,code,text-generation,7.0,,5.42,15.5,True,True,23610,30,False,True,,"gguf,chat,abliterated,uncensored,text-generation"
bartowski/Qwen2.5-Coder-14B-Instruct-abliterated-GGUF,code,code,text-generation,14.0,,9.34,29.5,True,True,22411,37,False,True,,"gguf,code,codeqwen,chat,qwen"
jinaai/jina-code-embeddings-1.5b,embedding,embedding,feature-extraction,1.55,,2.37,4.6,True,True,21916,52,False,False,transformers,"transformers,safetensors,qwen2,text-generation,feature-extraction"
unsloth/Qwen2.5-Coder-1.5B-Instruct-bnb-4bit,code,code,text-generation,1.5,,2.34,4.5,True,True,20751,3,False,False,transformers,"transformers,safetensors,qwen2,text-generation,unsloth"
logic65/Qwen3.8-Whittle-MoE-27B-A17.8B,moe-split,moe-split,,27.0,17.8,16.62,55.5,False,True,19714,100,True,True,,"safetensors,qwen3_5_moe,moe,mixture-of-experts,research-preview"
Salesforce/SFR-Embedding-2_R,embedding,embedding,feature-extraction,6.5,,5.14,14.5,True,True,19409,95,False,False,sentence-transformers,"sentence-transformers,safetensors,mistral,feature-extraction,mteb"
Qwen/Qwen2.5-Coder-1.5B-Instruct-AWQ,code,code,text-generation,1.5,,2.34,4.5,True,True,19116,4,False,False,transformers,"transformers,safetensors,qwen2,text-generation,code"
DevQuasar-9/prithivMLmods.Viper-Coder-HybridMini-v1.3-GGUF,code,code,text-generation,11.0,,7.66,23.5,True,True,19089,0,False,True,,"gguf,text-generation,base_model:prithivMLmods/Viper-Coder-HybridMini-v1.3,base_model:quantized:prithivMLmods/Viper-Coder-HybridMini-v1.3,endpoints_compatible"
mradermacher/SmolLM2-135M-Instruct-GGUF,edge-small,edge-small,,7,,5.42,15.5,True,True,18541,1,False,True,transformers,"transformers,gguf,safetensors,onnx,transformers.js"
mradermacher/Qwen3.5-9B-Coder-GGUF,code,code,,9.0,,6.54,19.5,True,True,18408,7,False,True,transformers,"transformers,gguf,text-generation-inference,coding agent,agent"
ente-ai/embeddinggemma-300m-gguf,embedding,embedding,feature-extraction,1.55,,2.37,4.6,True,True,18272,0,False,True,,"gguf,embeddings,on-device,embeddinggemma,feature-extraction"
drawais/Qwen3-Embedding-0.6B-AWQ-INT4,embedding,embedding,text-generation,0.6,,1.84,2.7,True,True,18047,3,False,False,transformers,"transformers,safetensors,qwen3,text-generation,quantized"
FinLang/finance-embeddings-investopedia,embedding,embedding,sentence-similarity,1.55,,2.37,4.6,True,True,17978,69,False,False,sentence-transformers,"sentence-transformers,safetensors,bert,feature-extraction,sentence-similarity"
farbodtavakkoli/OTel-Embedding-8B,embedding,embedding,feature-extraction,8.0,,5.98,17.5,True,True,17946,1,False,False,,"safetensors,qwen3,telecom,telecommunications,gsma"
KridgeDookie/KAT-Coder-V2.5-Dev-35B-A3B-ABLITERATED-UNCENSORED-PHILADELPHIA-CLASS,code,code,text-generation,35.0,3.0,21.1,71.5,False,True,17519,2,True,True,transformers,"transformers,safetensors,gguf,qwen3_5_moe,image-text-to-text"
hotchpotch/bekko-embedding-v1-a25m,embedding,embedding,sentence-similarity,1.55,,2.37,4.6,True,True,16701,18,False,False,sentence-transformers,"sentence-transformers,onnx,safetensors,openvino,modernbert"
TheBloke/deepseek-coder-33B-instruct-GGUF,code,code,,33.0,,19.98,67.5,False,True,16497,195,False,True,transformers,"transformers,gguf,deepseek,base_model:deepseek-ai/deepseek-coder-33b-instruct,base_model:quantized:deepseek-ai/deepseek-coder-33b-instruct"
